order_id,customer_id,ordered_at,payment_method,order_status,is_successful,total_unique_items,total_quantity_items,gross_revenue,discount_amount,shipping_cost,net_revenue,total_cost,net_profit
ORD_000694,CUST_00291,2025-12-24 06:50:49,Credit Card,Completed,true,1,2,59.98,0.00,4.99,64.97,16.00,48.97
ORD_000695,CUST_00531,2025-02-22 08:22:31,Credit Card,Completed,true,1,1,19.99,5.00,0.00,14.99,6.00,8.99
ORD_000696,CUST_00550,2025-11-18 03:37:39,Apple Pay,Completed,true,2,5,214.95,0.00,0.00,214.95,74.00,140.95
ORD_000697,CUST_00681,2025-11-20 05:12:16,UPI,Completed,true,2,3,154.97,0.00,9.99,164.96,54.00,110.96
ORD_000698,CUST_00008,2025-12-20 13:24:32,Buy Now Pay Later,Completed,true,1,2,139.98,10.00,0.00,129.98,50.00,79.98
ORD_000699,CUST_00933,2026-02-17 06:31:39,Apple Pay,Completed,true,1,3,599.97,15.00,0.00,584.97,270.00,314.97
ORD_000700,CUST_00903,2026-01-17 07:56:00,UPI,Completed,true,2,2,129.98,10.00,0.00,119.98,47.00,72.98
ORD_000701,CUST_00922,2026-01-31 09:39:34,Buy Now Pay Later,Cancelled,false,1,1,69.99,15.00,0.00,54.99,25.00,29.99
ORD_000702,CUST_00403,2026-01-03 07:42:06,Buy Now Pay Later,Completed,true,1,2,179.98,0.00,9.99,189.97,60.00,129.97
ORD_000703,CUST_00683,2025-12-02 18:47:59,Credit Card,Cancelled,false,2,3,89.97,5.00,9.99,94.96,28.00,66.96
ORD_000704,CUST_00774,2026-01-09 17:43:49,Apple Pay,Refunded,false,2,4,209.96,5.00,0.00,204.96,83.00,121.96
ORD_000705,CUST_00046,2026-01-22 17:41:42,UPI,Completed,true,1,1,29.99,5.00,4.99,29.98,11.00,18.98
ORD_000706,CUST_00407,2025-09-20 02:31:21,UPI,Completed,true,1,2,79.98,0.00,9.99,89.97,30.00,59.97
ORD_000707,CUST_00473,2025-02-27 17:51:11,Apple Pay,Completed,true,2,2,149.98,0.00,4.99,154.97,56.00,98.97
ORD_000708,CUST_00859,2025-06-25 13:52:10,UPI,Refunded,false,1,1,59.99,0.00,9.99,69.98,22.00,47.98
ORD_000709,CUST_00080,2025-07-17 11:46:49,PayPal,Cancelled,false,1,3,89.97,0.00,0.00,89.97,33.00,56.97
ORD_000710,CUST_00036,2026-02-03 06:51:15,Credit Card,Completed,true,1,2,399.98,15.00,9.99,394.97,180.00,214.97
ORD_000711,CUST_00707,2026-01-07 00:16:39,PayPal,Completed,true,1,1,79.99,0.00,4.99,84.98,35.00,49.98
ORD_000712,CUST_00384,2026-01-27 00:28:27,Credit Card,Completed,true,1,2,159.98,5.00,0.00,154.98,70.00,84.98
ORD_000713,CUST_00841,2025-10-16 08:13:32,PayPal,Cancelled,false,2,3,219.97,15.00,0.00,204.97,85.00,119.97
ORD_000714,CUST_00525,2025-04-23 20:25:18,Buy Now Pay Later,Completed,true,1,2,49.98,10.00,0.00,39.98,16.00,23.98
ORD_000715,CUST_00962,2025-12-20 06:01:09,PayPal,Completed,true,1,1,49.99,0.00,4.99,54.98,20.00,34.98
ORD_000716,CUST_00412,2025-12-11 04:17:48,Credit Card,Completed,true,1,3,74.97,5.00,0.00,69.97,24.00,45.97
ORD_000717,CUST_00835,2025-08-05 23:43:46,Apple Pay,Cancelled,false,2,5,859.95,0.00,4.99,864.94,380.00,484.94
ORD_000718,CUST_00105,2026-01-18 09:26:50,Buy Now Pay Later,Refunded,false,2,5,339.95,0.00,0.00,339.95,110.00,229.95
ORD_000719,CUST_00714,2025-12-26 10:14:34,Apple Pay,Cancelled,false,3,6,509.94,15.00,9.99,504.93,205.00,299.93
ORD_000720,CUST_00344,2025-10-24 09:57:15,PayPal,Refunded,false,3,9,389.91,15.00,9.99,384.90,132.00,252.90
ORD_000721,CUST_00014,2025-06-15 10:58:05,UPI,Completed,true,2,4,229.96,0.00,9.99,239.95,86.00,153.95
ORD_000722,CUST_00082,2025-06-15 18:59:15,UPI,Completed,true,1,1,59.99,0.00,0.00,59.99,22.00,37.99
ORD_000723,CUST_00658,2026-01-11 11:17:35,Apple Pay,Completed,true,3,7,734.96,0.00,4.99,739.95,281.00,458.95
ORD_000724,CUST_00811,2025-11-27 09:03:41,PayPal,Cancelled,false,3,7,809.93,0.00,0.00,809.93,345.00,464.93
ORD_000725,CUST_00255,2026-02-25 03:19:54,PayPal,Cancelled,false,2,5,449.95,10.00,4.99,444.94,165.00,279.94
ORD_000726,CUST_00007,2025-03-12 19:12:43,PayPal,Completed,true,1,1,24.99,0.00,9.99,34.98,8.00,26.98
ORD_000727,CUST_00129,2025-04-10 06:07:55,UPI,Completed,true,2,5,314.95,10.00,0.00,304.95,114.00,190.95
ORD_000728,CUST_00319,2025-10-04 04:03:36,PayPal,Cancelled,false,1,2,39.98,0.00,9.99,49.97,12.00,37.97
ORD_000729,CUST_00293,2026-02-08 15:40:14,UPI,Completed,true,4,7,434.93,0.00,4.99,439.92,162.00,277.92
ORD_000730,CUST_00518,2026-02-12 20:11:30,UPI,Cancelled,false,1,2,79.98,5.00,0.00,74.98,30.00,44.98
ORD_000731,CUST_00875,2025-11-08 04:37:10,Apple Pay,Completed,true,2,4,125.96,15.00,0.00,110.96,42.00,68.96
ORD_000732,CUST_00314,2026-02-10 06:06:13,Apple Pay,Completed,true,1,1,85.00,5.00,0.00,80.00,25.00,55.00
ORD_000733,CUST_00733,2025-11-27 10:17:00,Buy Now Pay Later,Completed,true,1,3,74.97,0.00,0.00,74.97,24.00,50.97
ORD_000734,CUST_00743,2026-01-30 05:48:47,Apple Pay,Completed,true,1,2,39.98,5.00,9.99,44.97,12.00,32.97
ORD_000735,CUST_00502,2025-09-11 00:57:10,PayPal,Cancelled,false,4,8,719.92,5.00,9.99,724.91,307.00,417.91
ORD_000736,CUST_00357,2025-09-18 07:04:48,UPI,Cancelled,false,1,2,220.00,15.00,0.00,205.00,96.00,109.00
ORD_000737,CUST_00754,2025-11-03 10:32:47,Credit Card,Completed,true,1,3,330.00,15.00,9.99,324.99,144.00,180.99
ORD_000738,CUST_00682,2025-10-25 03:48:15,Apple Pay,Completed,true,1,1,29.99,15.00,0.00,14.99,11.00,3.99
ORD_000739,CUST_00617,2026-02-18 11:42:55,UPI,Cancelled,false,3,8,699.92,15.00,9.99,694.91,295.00,399.91
ORD_000740,CUST_00998,2025-07-04 11:17:40,Apple Pay,Refunded,false,3,9,584.94,0.00,9.99,594.93,183.00,411.93
ORD_000741,CUST_00908,2025-11-19 21:01:49,Credit Card,Refunded,false,1,3,59.97,15.00,0.00,44.97,18.00,26.97
ORD_000742,CUST_00587,2025-11-15 07:54:30,Apple Pay,Completed,true,1,1,24.99,15.00,4.99,14.98,8.00,6.98
ORD_000743,CUST_00173,2026-02-04 15:17:17,Buy Now Pay Later,Completed,true,1,2,259.98,15.00,4.99,249.97,110.00,139.97
ORD_000744,CUST_00671,2025-07-04 13:09:27,PayPal,Cancelled,false,1,1,89.99,0.00,0.00,89.99,30.00,59.99
ORD_000745,CUST_00499,2025-12-18 02:29:35,Credit Card,Refunded,false,3,5,149.95,0.00,0.00,149.95,51.00,98.95
ORD_000746,CUST_00266,2026-02-28 19:19:56,PayPal,Completed,true,1,1,85.00,0.00,9.99,94.99,25.00,69.99
ORD_000747,CUST_00301,2025-09-15 10:56:19,Buy Now Pay Later,Completed,true,1,1,129.99,0.00,0.00,129.99,55.00,74.99
ORD_000748,CUST_00490,2025-11-25 08:02:00,Buy Now Pay Later,Cancelled,false,2,2,279.98,0.00,0.00,279.98,125.00,154.98
ORD_000749,CUST_00217,2026-02-03 19:11:33,UPI,Completed,true,1,2,59.98,0.00,4.99,64.97,16.00,48.97
ORD_000750,CUST_00619,2026-01-09 22:49:54,Apple Pay,Completed,true,1,3,449.97,0.00,0.00,449.97,195.00,254.97
ORD_000751,CUST_00409,2025-11-05 04:52:16,Credit Card,Refunded,false,1,2,220.00,0.00,0.00,220.00,96.00,124.00
ORD_000752,CUST_00892,2026-02-15 10:28:51,Buy Now Pay Later,Completed,true,2,5,319.95,10.00,0.00,309.95,135.00,174.95
ORD_000753,CUST_00770,2025-08-11 03:29:50,PayPal,Completed,true,1,1,39.99,10.00,4.99,34.98,12.00,22.98
ORD_000754,CUST_00654,2025-09-28 15:54:24,PayPal,Completed,true,2,5,899.95,15.00,4.99,889.94,400.00,489.94
ORD_000755,CUST_00410,2026-01-13 16:53:00,Credit Card,Refunded,false,2,5,369.98,5.00,9.99,374.97,156.00,218.97
ORD_000756,CUST_00301,2025-10-27 22:20:24,Buy Now Pay Later,Cancelled,false,1,1,29.99,10.00,9.99,29.98,8.00,21.98
ORD_000757,CUST_00131,2026-02-24 05:44:31,UPI,Completed,true,1,1,22.99,5.00,0.00,17.99,6.00,11.99
ORD_000758,CUST_00494,2026-02-28 23:42:58,Credit Card,Refunded,false,1,1,24.99,0.00,9.99,34.98,8.00,26.98
ORD_000759,CUST_00446,2026-01-29 04:33:27,PayPal,Completed,true,1,3,449.97,5.00,4.99,449.96,195.00,254.96
ORD_000760,CUST_00264,2026-01-10 09:42:40,Apple Pay,Completed,true,4,8,278.92,0.00,9.99,288.91,95.00,193.91
ORD_000761,CUST_00660,2025-07-10 13:54:32,Apple Pay,Completed,true,3,4,135.96,0.00,0.00,135.96,43.00,92.96
ORD_000762,CUST_00115,2025-03-17 07:30:44,PayPal,Completed,true,2,4,149.96,10.00,4.99,144.95,56.00,88.95
ORD_000763,CUST_00591,2025-01-15 01:39:58,UPI,Completed,true,1,2,45.98,0.00,4.99,50.97,12.00,38.97
ORD_000764,CUST_00790,2026-01-21 18:38:51,Credit Card,Cancelled,false,3,7,419.93,0.00,4.99,424.92,151.00,273.92
ORD_000765,CUST_00149,2026-02-20 16:36:21,PayPal,Completed,true,3,9,329.91,10.00,4.99,324.90,114.00,210.90
ORD_000766,CUST_00036,2025-11-12 21:23:05,UPI,Completed,true,2,4,184.96,15.00,9.99,179.95,70.00,109.95
ORD_000767,CUST_00507,2025-12-31 00:05:29,Credit Card,Cancelled,false,4,8,669.92,15.00,0.00,654.92,281.00,373.92
ORD_000768,CUST_00307,2025-08-28 15:14:55,Apple Pay,Completed,true,2,4,339.96,15.00,4.99,329.95,142.00,187.95
ORD_000769,CUST_00074,2026-02-23 16:04:51,UPI,Cancelled,false,1,1,24.99,15.00,9.99,19.98,8.00,11.98
ORD_000770,CUST_00135,2026-01-14 10:39:47,Buy Now Pay Later,Refunded,false,3,6,409.94,15.00,0.00,394.94,167.00,227.94
ORD_000771,CUST_00495,2026-02-07 16:42:01,Credit Card,Completed,true,1,2,49.98,15.00,9.99,44.97,16.00,28.97
ORD_000772,CUST_00744,2025-09-14 07:16:43,PayPal,Cancelled,false,2,2,109.98,5.00,9.99,114.97,40.00,74.97
ORD_000773,CUST_00365,2026-02-26 21:57:20,Apple Pay,Completed,true,1,3,599.97,0.00,9.99,609.96,270.00,339.96
ORD_000774,CUST_00445,2025-04-25 18:43:23,UPI,Cancelled,false,2,4,639.96,0.00,0.00,639.96,270.00,369.96
ORD_000775,CUST_00705,2025-09-30 09:49:38,Apple Pay,Cancelled,false,2,6,479.94,15.00,4.99,469.93,198.00,271.93
ORD_000776,CUST_00456,2025-12-29 01:19:34,Buy Now Pay Later,Completed,true,1,1,129.99,0.00,4.99,134.98,55.00,79.98
ORD_000777,CUST_00024,2025-12-21 05:56:05,UPI,Refunded,false,4,7,324.93,5.00,4.99,324.92,104.00,220.92
ORD_000778,CUST_00334,2026-01-08 22:46:35,UPI,Cancelled,false,3,9,548.91,15.00,0.00,533.91,183.00,350.91
ORD_000779,CUST_00501,2025-11-24 00:17:33,PayPal,Refunded,false,3,7,243.93,15.00,0.00,228.93,86.00,142.93
ORD_000780,CUST_00006,2026-01-21 06:05:19,PayPal,Completed,true,3,6,729.94,10.00,0.00,719.94,320.00,399.94
ORD_000781,CUST_00872,2025-02-09 18:54:23,Credit Card,Completed,true,4,7,529.94,5.00,9.99,534.93,190.00,344.93
ORD_000782,CUST_00927,2025-12-26 14:24:29,Apple Pay,Cancelled,false,2,5,189.95,5.00,9.99,194.94,65.00,129.94
ORD_000783,CUST_00621,2025-12-16 04:25:42,PayPal,Refunded,false,1,1,49.99,15.00,0.00,34.99,20.00,14.99
ORD_000784,CUST_00193,2025-10-16 08:52:09,Apple Pay,Completed,true,3,6,158.94,0.00,9.99,168.93,49.00,119.93
ORD_000785,CUST_00638,2025-09-28 20:17:16,UPI,Completed,true,2,3,139.97,15.00,0.00,124.97,45.00,79.97
ORD_000786,CUST_00968,2025-06-06 03:56:01,Credit Card,Cancelled,false,1,3,119.97,10.00,0.00,109.97,45.00,64.97
ORD_000787,CUST_00751,2025-11-25 00:48:18,Buy Now Pay Later,Cancelled,false,2,4,184.97,10.00,9.99,184.96,72.00,112.96
ORD_000788,CUST_00430,2025-05-02 10:08:44,Credit Card,Completed,true,4,10,729.90,0.00,4.99,734.89,283.00,451.89
ORD_000789,CUST_00417,2026-01-19 06:56:16,PayPal,Completed,true,2,3,369.99,0.00,0.00,369.99,161.00,208.99
ORD_000790,CUST_00101,2025-12-04 17:08:06,Buy Now Pay Later,Completed,true,1,3,149.97,0.00,0.00,149.97,60.00,89.97
ORD_000791,CUST_00897,2026-01-22 06:39:01,Buy Now Pay Later,Refunded,false,3,7,289.93,0.00,9.99,299.92,100.00,199.92
ORD_000792,CUST_00623,2025-10-01 22:33:06,Buy Now Pay Later,Completed,true,1,3,209.97,0.00,4.99,214.96,75.00,139.96
ORD_000793,CUST_00609,2025-12-12 07:08:48,PayPal,Completed,true,2,4,184.96,15.00,9.99,179.95,65.00,114.95
ORD_000794,CUST_00147,2025-12-30 21:56:42,Buy Now Pay Later,Refunded,false,2,5,729.98,15.00,0.00,714.98,324.00,390.98
ORD_000795,CUST_00469,2025-09-04 18:34:07,PayPal,Completed,true,4,8,279.92,5.00,9.99,284.91,88.00,196.91
ORD_000796,CUST_00417,2026-02-22 11:52:43,Buy Now Pay Later,Completed,true,3,5,574.96,0.00,0.00,574.96,215.00,359.96
ORD_000797,CUST_00293,2026-01-31 00:10:23,UPI,Completed,true,3,8,309.92,15.00,0.00,294.92,112.00,182.92
ORD_000798,CUST_00694,2025-12-24 17:03:11,Credit Card,Cancelled,false,1,3,239.97,10.00,0.00,229.97,105.00,124.97
ORD_000799,CUST_00436,2025-11-10 13:25:03,Credit Card,Refunded,false,2,5,419.95,15.00,9.99,414.94,151.00,263.94
ORD_000800,CUST_00988,2025-10-08 10:19:15,PayPal,Cancelled,false,3,6,419.94,0.00,4.99,424.93,144.00,280.93
ORD_000801,CUST_00433,2025-10-22 19:27:29,PayPal,Completed,true,1,3,149.97,0.00,9.99,159.96,60.00,99.96
ORD_000802,CUST_00872,2025-04-15 03:31:52,Credit Card,Completed,true,1,3,179.97,0.00,0.00,179.97,66.00,113.97
ORD_000803,CUST_00647,2025-10-06 10:25:16,Credit Card,Completed,true,1,2,119.98,15.00,9.99,114.97,44.00,70.97
ORD_000804,CUST_00914,2025-10-28 19:49:59,Apple Pay,Completed,true,1,2,159.98,10.00,4.99,154.97,70.00,84.97
ORD_000805,CUST_00363,2025-12-22 00:28:40,Credit Card,Completed,true,1,1,89.99,5.00,4.99,89.98,30.00,59.98
ORD_000806,CUST_00442,2025-08-27 08:04:11,Credit Card,Completed,true,1,2,59.98,0.00,4.99,64.97,16.00,48.97
ORD_000807,CUST_00008,2025-12-23 01:42:22,Apple Pay,Cancelled,false,1,2,79.98,5.00,4.99,79.97,24.00,55.97
ORD_000808,CUST_00439,2025-06-05 10:58:24,Apple Pay,Refunded,false,3,6,244.94,0.00,0.00,244.94,92.00,152.94
ORD_000809,CUST_00368,2026-02-20 06:54:28,UPI,Completed,true,1,2,119.98,0.00,0.00,119.98,44.00,75.98
ORD_000810,CUST_00762,2026-01-16 08:52:16,Apple Pay,Completed,true,1,1,24.99,5.00,9.99,29.98,8.00,21.98
ORD_000811,CUST_00432,2025-11-22 11:18:16,Buy Now Pay Later,Refunded,false,1,3,119.97,0.00,4.99,124.96,45.00,79.96
ORD_000812,CUST_00946,2025-12-23 00:01:17,PayPal,Completed,true,1,2,99.98,0.00,0.00,99.98,40.00,59.98
ORD_000813,CUST_00513,2025-07-08 19:35:16,Credit Card,Cancelled,false,1,2,299.98,5.00,9.99,304.97,130.00,174.97
ORD_000814,CUST_00492,2025-07-25 14:41:41,PayPal,Completed,true,1,3,59.97,0.00,9.99,69.96,18.00,51.96
ORD_000815,CUST_00524,2025-10-05 09:15:12,PayPal,Completed,true,1,3,149.97,0.00,9.99,159.96,60.00,99.96
ORD_000816,CUST_00841,2026-01-16 09:17:31,Buy Now Pay Later,Completed,true,1,3,149.97,15.00,9.99,144.96,60.00,84.96
ORD_000817,CUST_00186,2026-02-06 05:33:44,UPI,Refunded,false,2,3,279.97,0.00,0.00,279.97,105.00,174.97
ORD_000818,CUST_00197,2025-12-11 23:35:12,UPI,Completed,true,1,2,49.98,0.00,0.00,49.98,16.00,33.98
ORD_000819,CUST_00538,2025-11-19 07:45:43,UPI,Cancelled,false,2,4,374.99,0.00,4.99,379.98,120.00,259.98
ORD_000820,CUST_00438,2026-01-10 22:14:02,UPI,Completed,true,1,1,110.00,0.00,4.99,114.99,48.00,66.99
ORD_000821,CUST_00328,2025-07-24 08:05:07,Apple Pay,Completed,true,1,1,199.99,15.00,9.99,194.98,90.00,104.98
ORD_000822,CUST_00293,2025-12-30 02:55:50,Apple Pay,Completed,true,3,5,229.95,0.00,4.99,234.94,82.00,152.94
ORD_000823,CUST_00100,2025-07-07 23:51:12,Apple Pay,Cancelled,false,2,6,569.94,0.00,9.99,579.93,240.00,339.93
ORD_000824,CUST_00542,2025-12-18 15:30:11,UPI,Completed,true,1,1,34.99,0.00,9.99,44.98,10.00,34.98
ORD_000825,CUST_00909,2025-04-05 18:41:05,PayPal,Completed,true,2,4,234.97,0.00,9.99,244.96,85.00,159.96
ORD_000826,CUST_00457,2026-02-16 13:44:48,Apple Pay,Completed,true,1,3,68.97,10.00,4.99,63.96,18.00,45.96
ORD_000827,CUST_00486,2026-01-17 16:03:26,UPI,Completed,true,2,6,719.94,0.00,0.00,719.94,315.00,404.94
ORD_000828,CUST_00259,2026-01-31 10:26:29,UPI,Completed,true,3,7,259.93,0.00,4.99,264.92,99.00,165.92
ORD_000829,CUST_00171,2025-10-26 13:13:12,Credit Card,Completed,true,2,4,179.96,0.00,9.99,189.95,67.00,122.95
ORD_000830,CUST_00759,2026-02-19 17:07:13,PayPal,Completed,true,1,2,45.98,10.00,0.00,35.98,12.00,23.98
ORD_000831,CUST_00769,2026-02-14 11:58:38,PayPal,Completed,true,2,2,154.99,10.00,4.99,149.98,50.00,99.98
ORD_000832,CUST_00164,2025-12-24 06:34:48,Buy Now Pay Later,Completed,true,2,4,219.96,5.00,9.99,224.95,86.00,138.95
ORD_000833,CUST_00873,2026-01-03 03:03:40,Credit Card,Completed,true,2,4,118.96,0.00,0.00,118.96,38.00,80.96
ORD_000834,CUST_00299,2025-03-12 15:31:38,Credit Card,Cancelled,false,1,3,104.97,0.00,4.99,109.96,30.00,79.96
ORD_000835,CUST_00255,2026-02-26 04:54:54,Apple Pay,Completed,true,2,3,269.98,15.00,9.99,264.97,118.00,146.97
ORD_000836,CUST_00970,2026-02-25 03:53:44,Credit Card,Completed,true,2,3,99.97,0.00,0.00,99.97,34.00,65.97
ORD_000837,CUST_00749,2025-12-16 05:27:41,Buy Now Pay Later,Completed,true,1,1,79.99,10.00,9.99,79.98,35.00,44.98
ORD_000838,CUST_00740,2026-01-02 20:40:59,UPI,Cancelled,false,1,1,85.00,10.00,0.00,75.00,25.00,50.00
ORD_000839,CUST_00333,2025-11-13 18:20:47,UPI,Completed,true,2,3,179.97,5.00,0.00,174.97,65.00,109.97
ORD_000840,CUST_00924,2026-02-20 10:56:25,PayPal,Completed,true,1,3,89.97,0.00,0.00,89.97,33.00,56.97
ORD_000841,CUST_00503,2026-01-10 21:12:20,UPI,Cancelled,false,1,3,179.97,0.00,0.00,179.97,66.00,113.97
ORD_000842,CUST_00623,2025-10-19 04:18:18,UPI,Completed,true,1,1,19.99,0.00,4.99,24.98,6.00,18.98
ORD_000843,CUST_00742,2026-01-13 11:21:14,Credit Card,Completed,true,2,2,129.98,5.00,4.99,129.97,55.00,74.97
ORD_000844,CUST_00782,2026-01-29 19:34:47,Buy Now Pay Later,Completed,true,1,1,129.99,0.00,0.00,129.99,55.00,74.99
ORD_000845,CUST_00812,2025-02-12 11:25:13,UPI,Completed,true,2,5,709.95,0.00,0.00,709.95,305.00,404.95
ORD_000846,CUST_00836,2025-09-03 05:42:12,Buy Now Pay Later,Completed,true,1,3,119.97,0.00,0.00,119.97,45.00,74.97
ORD_000847,CUST_00274,2025-09-26 15:36:58,UPI,Completed,true,3,3,132.97,0.00,9.99,142.96,48.00,94.96
ORD_000848,CUST_00025,2025-09-08 18:15:33,PayPal,Completed,true,1,3,330.00,15.00,4.99,319.99,144.00,175.99
ORD_000849,CUST_00394,2026-02-22 12:38:29,Credit Card,Cancelled,false,3,5,269.95,0.00,0.00,269.95,94.00,175.95
ORD_000850,CUST_00631,2025-10-11 09:35:02,PayPal,Completed,true,1,1,129.99,0.00,9.99,139.98,55.00,84.98
ORD_000851,CUST_00439,2025-10-18 17:21:06,Apple Pay,Completed,true,2,5,139.95,15.00,9.99,134.94,48.00,86.94
ORD_000852,CUST_00357,2026-02-07 08:31:31,Apple Pay,Completed,true,1,3,119.97,15.00,4.99,109.96,36.00,73.96
ORD_000853,CUST_00818,2025-11-05 00:56:58,UPI,Completed,true,3,6,439.96,0.00,4.99,444.95,160.00,284.95
ORD_000854,CUST_00116,2025-12-11 17:46:01,UPI,Completed,true,4,8,709.92,0.00,0.00,709.92,290.00,419.92
ORD_000855,CUST_00493,2026-02-06 19:46:43,UPI,Completed,true,2,5,419.95,15.00,0.00,404.95,175.00,229.95
ORD_000856,CUST_00510,2025-10-25 19:05:55,Credit Card,Refunded,false,1,3,68.97,0.00,4.99,73.96,18.00,55.96
ORD_000857,CUST_00733,2025-11-09 00:19:06,Credit Card,Refunded,false,2,2,249.98,0.00,4.99,254.97,100.00,154.97
ORD_000858,CUST_00372,2026-02-19 02:54:28,UPI,Completed,true,4,7,892.95,0.00,4.99,897.94,392.00,505.94
ORD_000859,CUST_00216,2025-12-05 02:04:36,Credit Card,Completed,true,2,5,229.95,5.00,9.99,234.94,90.00,144.94
ORD_000860,CUST_00381,2025-10-17 07:31:48,Buy Now Pay Later,Cancelled,false,1,1,34.99,0.00,4.99,39.98,10.00,29.98
ORD_000861,CUST_00031,2025-10-01 13:00:44,Buy Now Pay Later,Completed,true,1,2,239.98,0.00,0.00,239.98,90.00,149.98
ORD_000862,CUST_00154,2026-01-23 02:00:13,Apple Pay,Completed,true,1,2,79.98,15.00,9.99,74.97,30.00,44.97
ORD_000863,CUST_00422,2026-02-23 21:31:35,PayPal,Completed,true,1,1,79.99,0.00,0.00,79.99,35.00,44.99
ORD_000864,CUST_00903,2026-02-04 09:41:20,UPI,Completed,true,2,5,269.95,0.00,0.00,269.95,84.00,185.95
ORD_000865,CUST_00971,2026-01-17 10:03:10,PayPal,Refunded,false,2,3,104.97,10.00,4.99,99.96,30.00,69.96
ORD_000866,CUST_00279,2026-02-24 13:30:11,Credit Card,Completed,true,2,3,89.97,5.00,9.99,94.96,31.00,63.96
ORD_000867,CUST_00189,2025-09-03 09:06:01,UPI,Cancelled,false,1,2,299.98,15.00,9.99,294.97,130.00,164.97
ORD_000868,CUST_00169,2025-12-15 17:51:00,Credit Card,Completed,true,2,5,154.95,0.00,0.00,154.95,46.00,108.95
ORD_000869,CUST_00798,2026-01-28 09:08:36,Credit Card,Completed,true,1,1,59.99,0.00,9.99,69.98,22.00,47.98
ORD_000870,CUST_00217,2025-07-20 04:59:42,PayPal,Completed,true,1,2,49.98,15.00,0.00,34.98,16.00,18.98
ORD_000871,CUST_00088,2026-01-14 05:44:10,Credit Card,Refunded,false,4,9,999.91,0.00,4.99,1004.90,419.00,585.90
ORD_000872,CUST_00200,2025-12-30 13:55:18,Buy Now Pay Later,Completed,true,2,4,189.96,0.00,4.99,194.95,75.00,119.95
ORD_000873,CUST_00827,2025-07-24 17:22:16,Apple Pay,Completed,true,2,2,109.98,10.00,0.00,99.98,37.00,62.98
ORD_000874,CUST_00699,2026-02-20 01:43:31,PayPal,Completed,true,3,7,584.93,15.00,9.99,579.92,234.00,345.92
ORD_000875,CUST_00529,2026-01-18 14:53:44,Apple Pay,Cancelled,false,2,5,389.95,0.00,4.99,394.94,163.00,231.94
ORD_000876,CUST_00877,2026-01-03 05:12:39,Credit Card,Completed,true,3,7,504.93,10.00,9.99,504.92,184.00,320.92
ORD_000877,CUST_00510,2025-05-07 09:30:02,UPI,Completed,true,1,1,59.99,10.00,0.00,49.99,22.00,27.99
ORD_000878,CUST_00466,2025-10-24 00:17:50,Apple Pay,Completed,true,3,3,254.97,10.00,4.99,249.96,95.00,154.96
ORD_000879,CUST_00728,2026-01-21 04:15:52,Credit Card,Completed,true,4,8,309.92,10.00,4.99,304.91,112.00,192.91
ORD_000880,CUST_00878,2026-02-16 03:20:52,Apple Pay,Cancelled,false,1,2,220.00,10.00,9.99,219.99,96.00,123.99
ORD_000881,CUST_00086,2025-11-29 09:36:17,Credit Card,Refunded,false,1,3,599.97,10.00,9.99,599.96,270.00,329.96
ORD_000882,CUST_00810,2025-12-22 01:56:52,PayPal,Cancelled,false,3,6,369.94,0.00,4.99,374.93,155.00,219.93
ORD_000883,CUST_00229,2025-11-18 11:40:53,Buy Now Pay Later,Completed,true,2,3,249.99,5.00,9.99,254.98,107.00,147.98
ORD_000884,CUST_00088,2026-01-27 09:14:18,UPI,Cancelled,false,1,2,139.98,5.00,0.00,134.98,50.00,84.98
ORD_000885,CUST_00067,2025-10-29 22:57:31,Credit Card,Completed,true,4,7,364.95,0.00,4.99,369.94,114.00,255.94
ORD_000886,CUST_00656,2025-07-03 16:47:48,UPI,Completed,true,2,3,239.99,0.00,4.99,244.98,75.00,169.98
ORD_000887,CUST_00056,2025-09-26 02:58:15,Credit Card,Completed,true,4,7,324.93,0.00,0.00,324.93,102.00,222.93
ORD_000888,CUST_00895,2026-01-18 22:50:31,UPI,Completed,true,2,4,249.96,0.00,0.00,249.96,80.00,169.96
ORD_000889,CUST_00169,2025-12-29 17:14:23,UPI,Completed,true,3,8,403.95,15.00,0.00,388.95,117.00,271.95
ORD_000890,CUST_00399,2025-04-24 04:28:09,Buy Now Pay Later,Refunded,false,2,4,279.99,0.00,9.99,289.98,83.00,206.98
ORD_000891,CUST_00332,2026-01-13 11:44:41,PayPal,Cancelled,false,2,4,459.96,0.00,4.99,464.95,200.00,264.95
ORD_000892,CUST_00117,2026-02-16 21:29:58,UPI,Cancelled,false,1,1,29.99,15.00,0.00,14.99,8.00,6.99
ORD_000893,CUST_00650,2026-02-05 00:47:29,Buy Now Pay Later,Cancelled,false,4,7,722.93,5.00,9.99,727.92,312.00,415.92
ORD_000894,CUST_00357,2025-05-24 20:19:09,Apple Pay,Completed,true,4,9,560.94,0.00,4.99,565.93,221.00,344.93
ORD_000895,CUST_00665,2025-10-01 12:44:07,Buy Now Pay Later,Completed,true,1,2,220.00,10.00,4.99,214.99,96.00,118.99
ORD_000896,CUST_00117,2025-06-22 14:04:16,PayPal,Completed,true,1,3,269.97,10.00,9.99,269.96,90.00,179.96
ORD_000897,CUST_00447,2025-12-28 19:05:51,Credit Card,Completed,true,3,7,269.93,0.00,0.00,269.93,100.00,169.93
ORD_000898,CUST_00955,2025-10-25 16:48:10,UPI,Completed,true,1,3,255.00,10.00,0.00,245.00,75.00,170.00
