order_id,customer_id,order_timestamp,payment_method,order_status,shipping_cost,discount_amount
ORD_000841,CUST_00503,2026-01-10 21:12:20,UPI,Cancelled,0.0,0.0
ORD_000842,CUST_00623,2025-10-19 04:18:18,UPI,Completed,4.99,0.0
ORD_000843,CUST_00742,2026-01-13 11:21:14,Credit Card,Completed,4.99,5.0
ORD_000844,CUST_00782,2026-01-29 19:34:47,Buy Now Pay Later,Completed,0.0,0.0
ORD_000845,CUST_00812,2025-02-12 11:25:13,UPI,Completed,0.0,0.0
ORD_000846,CUST_00836,2025-09-03 05:42:12,Buy Now Pay Later,Completed,0.0,0.0
ORD_000847,CUST_00274,2025-09-26 15:36:58,UPI,Completed,9.99,0.0
ORD_000848,CUST_00025,2025-09-08 18:15:33,PayPal,Completed,4.99,15.0
ORD_000849,CUST_00394,2026-02-22 12:38:29,Credit Card,Cancelled,0.0,0.0
ORD_000850,CUST_00631,2025-10-11 09:35:02,PayPal,Completed,9.99,0.0
ORD_000851,CUST_00439,2025-10-18 17:21:06,Apple Pay,Completed,9.99,15.0
ORD_000852,CUST_00357,2026-02-07 08:31:31,Apple Pay,Completed,4.99,15.0
ORD_000853,CUST_00818,2025-11-05 00:56:58,UPI,Completed,4.99,0.0
ORD_000854,CUST_00116,2025-12-11 17:46:01,UPI,Completed,0.0,0.0
ORD_000855,CUST_00493,2026-02-06 19:46:43,UPI,Completed,0.0,15.0
ORD_000856,CUST_00510,2025-10-25 19:05:55,Credit Card,Refunded,4.99,0.0
ORD_000857,CUST_00733,2025-11-09 00:19:06,Credit Card,Refunded,4.99,0.0
ORD_000858,CUST_00372,2026-02-19 02:54:28,UPI,Completed,4.99,0.0
ORD_000859,CUST_00216,2025-12-05 02:04:36,Credit Card,Completed,9.99,5.0
ORD_000860,CUST_00381,2025-10-17 07:31:48,Buy Now Pay Later,Cancelled,4.99,0.0
ORD_000861,CUST_00031,2025-10-01 13:00:44,Buy Now Pay Later,Completed,0.0,0.0
ORD_000862,CUST_00154,2026-01-23 02:00:13,Apple Pay,Completed,9.99,15.0
ORD_000863,CUST_00422,2026-02-23 21:31:35,PayPal,Completed,0.0,0.0
ORD_000864,CUST_00903,2026-02-04 09:41:20,UPI,Completed,0.0,0.0
ORD_000865,CUST_00971,2026-01-17 10:03:10,PayPal,Refunded,4.99,10.0
ORD_000866,CUST_00279,2026-02-24 13:30:11,Credit Card,Completed,9.99,5.0
ORD_000867,CUST_00189,2025-09-03 09:06:01,UPI,Cancelled,9.99,15.0
ORD_000868,CUST_00169,2025-12-15 17:51:00,Credit Card,Completed,0.0,0.0
ORD_000869,CUST_00798,2026-01-28 09:08:36,Credit Card,Completed,9.99,0.0
ORD_000870,CUST_00217,2025-07-20 04:59:42,PayPal,Completed,0.0,15.0
ORD_000871,CUST_00088,2026-01-14 05:44:10,Credit Card,Refunded,4.99,0.0
ORD_000872,CUST_00200,2025-12-30 13:55:18,Buy Now Pay Later,Completed,4.99,0.0
ORD_000873,CUST_00827,2025-07-24 17:22:16,Apple Pay,Completed,0.0,10.0
ORD_000874,CUST_00699,2026-02-20 01:43:31,PayPal,Completed,9.99,15.0
ORD_000875,CUST_00529,2026-01-18 14:53:44,Apple Pay,Cancelled,4.99,0.0
ORD_000876,CUST_00877,2026-01-03 05:12:39,Credit Card,Completed,9.99,10.0
ORD_000877,CUST_00510,2025-05-07 09:30:02,UPI,Completed,0.0,10.0
ORD_000878,CUST_00466,2025-10-24 00:17:50,Apple Pay,Completed,4.99,10.0
ORD_000879,CUST_00728,2026-01-21 04:15:52,Credit Card,Completed,4.99,10.0
ORD_000880,CUST_00878,2026-02-16 03:20:52,Apple Pay,Cancelled,9.99,10.0
ORD_000881,CUST_00086,2025-11-29 09:36:17,Credit Card,Refunded,9.99,10.0
ORD_000882,CUST_00810,2025-12-22 01:56:52,PayPal,Cancelled,4.99,0.0
ORD_000883,CUST_00229,2025-11-18 11:40:53,Buy Now Pay Later,Completed,9.99,5.0
ORD_000884,CUST_00088,2026-01-27 09:14:18,UPI,Cancelled,0.0,5.0
ORD_000885,CUST_00067,2025-10-29 22:57:31,Credit Card,Completed,4.99,0.0
ORD_000886,CUST_00656,2025-07-03 16:47:48,UPI,Completed,4.99,0.0
ORD_000887,CUST_00056,2025-09-26 02:58:15,Credit Card,Completed,0.0,0.0
ORD_000888,CUST_00895,2026-01-18 22:50:31,UPI,Completed,0.0,0.0
ORD_000889,CUST_00169,2025-12-29 17:14:23,UPI,Completed,0.0,15.0
ORD_000890,CUST_00399,2025-04-24 04:28:09,Buy Now Pay Later,Refunded,9.99,0.0
ORD_000891,CUST_00332,2026-01-13 11:44:41,PayPal,Cancelled,4.99,0.0
ORD_000892,CUST_00117,2026-02-16 21:29:58,UPI,Cancelled,0.0,15.0
ORD_000893,CUST_00650,2026-02-05 00:47:29,Buy Now Pay Later,Cancelled,9.99,5.0
ORD_000894,CUST_00357,2025-05-24 20:19:09,Apple Pay,Completed,4.99,0.0
ORD_000895,CUST_00665,2025-10-01 12:44:07,Buy Now Pay Later,Completed,4.99,10.0
ORD_000896,CUST_00117,2025-06-22 14:04:16,PayPal,Completed,9.99,10.0
ORD_000897,CUST_00447,2025-12-28 19:05:51,Credit Card,Completed,0.0,0.0
ORD_000898,CUST_00955,2025-10-25 16:48:10,UPI,Completed,0.0,10.0
ORD_000899,CUST_00596,2025-10-14 10:14:01,UPI,Cancelled,0.0,0.0
ORD_000900,CUST_00391,2025-05-27 12:55:16,UPI,Completed,9.99,5.0
ORD_000901,CUST_00520,2025-08-16 09:26:04,Credit Card,Completed,0.0,15.0
ORD_000902,CUST_00027,2025-09-07 17:10:05,UPI,Completed,9.99,0.0
ORD_000903,CUST_00198,2026-02-26 17:27:59,PayPal,Cancelled,4.99,10.0
ORD_000904,CUST_00400,2025-12-09 09:52:05,PayPal,Completed,0.0,0.0
ORD_000905,CUST_00591,2025-11-14 06:00:48,Credit Card,Cancelled,0.0,0.0
ORD_000906,CUST_00644,2026-02-26 09:26:19,Credit Card,Refunded,9.99,15.0
ORD_000907,CUST_00392,2025-09-16 16:20:42,PayPal,Cancelled,0.0,0.0
ORD_000908,CUST_00549,2025-11-25 15:55:58,Apple Pay,Cancelled,0.0,15.0
ORD_000909,CUST_00643,2025-08-01 07:33:32,Apple Pay,Cancelled,0.0,0.0
ORD_000910,CUST_00507,2026-01-13 13:51:33,Credit Card,Completed,4.99,0.0
ORD_000911,CUST_00983,2025-11-30 03:28:30,UPI,Completed,4.99,5.0
ORD_000912,CUST_00185,2025-11-01 11:09:41,UPI,Completed,4.99,0.0
ORD_000913,CUST_00006,2025-08-20 07:59:34,Buy Now Pay Later,Refunded,0.0,10.0
ORD_000914,CUST_00525,2025-05-28 12:59:07,PayPal,Completed,0.0,0.0
ORD_000915,CUST_00963,2025-07-31 23:56:33,Buy Now Pay Later,Completed,4.99,0.0
ORD_000916,CUST_00302,2026-02-14 09:27:14,PayPal,Cancelled,4.99,0.0
ORD_000917,CUST_00288,2025-12-25 02:45:50,UPI,Completed,0.0,0.0
ORD_000918,CUST_00434,2026-02-21 09:33:46,Buy Now Pay Later,Cancelled,0.0,10.0
ORD_000919,CUST_00440,2025-09-07 15:31:09,Credit Card,Refunded,0.0,5.0
ORD_000920,CUST_00260,2026-01-16 23:06:40,Credit Card,Completed,4.99,0.0
ORD_000921,CUST_00185,2026-02-08 13:15:51,Credit Card,Completed,0.0,0.0
ORD_000922,CUST_00673,2025-12-01 09:44:51,Apple Pay,Completed,0.0,0.0
ORD_000923,CUST_00012,2025-10-22 23:01:26,Credit Card,Completed,9.99,0.0
ORD_000924,CUST_00291,2025-12-25 12:07:38,Buy Now Pay Later,Refunded,9.99,0.0
ORD_000925,CUST_00077,2026-02-23 11:22:02,PayPal,Cancelled,4.99,0.0
ORD_000926,CUST_00051,2025-12-13 07:46:21,Credit Card,Completed,0.0,5.0
ORD_000927,CUST_00176,2025-10-18 03:21:23,Credit Card,Completed,4.99,0.0
ORD_000928,CUST_00005,2026-01-19 08:31:23,Buy Now Pay Later,Completed,9.99,0.0
ORD_000929,CUST_00346,2026-02-27 15:57:58,Apple Pay,Completed,9.99,5.0
ORD_000930,CUST_00325,2025-11-29 19:02:03,Buy Now Pay Later,Completed,4.99,0.0
ORD_000931,CUST_00403,2025-07-31 21:33:31,Credit Card,Cancelled,0.0,0.0
ORD_000932,CUST_00883,2025-12-10 08:42:46,Buy Now Pay Later,Completed,4.99,15.0
ORD_000933,CUST_00957,2025-07-28 16:22:04,Apple Pay,Completed,0.0,0.0
ORD_000934,CUST_00811,2025-11-13 15:41:50,PayPal,Completed,0.0,5.0
ORD_000935,CUST_00772,2026-02-14 14:48:10,Buy Now Pay Later,Completed,0.0,10.0
ORD_000936,CUST_00502,2025-08-31 10:47:07,Apple Pay,Completed,4.99,0.0
ORD_000937,CUST_00362,2026-01-27 07:14:57,Credit Card,Completed,4.99,0.0
ORD_000938,CUST_00687,2025-11-26 18:38:02,Buy Now Pay Later,Completed,0.0,0.0
ORD_000939,CUST_00779,2025-09-15 09:53:09,PayPal,Cancelled,0.0,10.0
ORD_000940,CUST_00939,2025-11-26 18:27:14,Apple Pay,Completed,0.0,0.0
ORD_000941,CUST_00975,2026-01-05 15:33:15,Credit Card,Cancelled,9.99,0.0
ORD_000942,CUST_00017,2026-01-19 12:05:38,UPI,Completed,9.99,15.0
ORD_000943,CUST_00272,2025-05-25 00:54:01,UPI,Refunded,0.0,0.0
ORD_000944,CUST_00442,2025-09-02 12:05:19,Credit Card,Completed,0.0,0.0
ORD_000945,CUST_00392,2026-01-31 21:51:38,Buy Now Pay Later,Completed,0.0,5.0
ORD_000946,CUST_00543,2025-12-12 18:14:34,Credit Card,Completed,0.0,15.0
ORD_000947,CUST_00055,2025-10-16 20:46:10,Apple Pay,Refunded,0.0,10.0
ORD_000948,CUST_00904,2025-11-11 22:32:58,Apple Pay,Cancelled,0.0,0.0
ORD_000949,CUST_00176,2025-12-28 17:07:44,Apple Pay,Completed,9.99,15.0
ORD_000950,CUST_00004,2025-04-15 03:03:41,PayPal,Completed,4.99,15.0
ORD_000951,CUST_00698,2025-03-13 22:45:56,UPI,Completed,0.0,0.0
ORD_000952,CUST_00343,2025-09-30 02:38:11,Credit Card,Completed,9.99,5.0
ORD_000953,CUST_00047,2026-02-09 16:25:50,PayPal,Completed,9.99,10.0
ORD_000954,CUST_00103,2026-01-20 18:28:05,Buy Now Pay Later,Cancelled,4.99,15.0
ORD_000955,CUST_00680,2026-02-27 08:21:19,Apple Pay,Completed,4.99,0.0
ORD_000956,CUST_00794,2026-02-23 10:35:06,Credit Card,Completed,9.99,15.0
ORD_000957,CUST_00421,2026-02-14 17:04:38,PayPal,Completed,0.0,5.0
ORD_000958,CUST_00713,2026-01-25 14:12:01,Credit Card,Completed,4.99,0.0
ORD_000959,CUST_00899,2026-01-09 13:37:46,Buy Now Pay Later,Refunded,4.99,0.0
ORD_000960,CUST_00968,2025-06-14 17:37:11,Apple Pay,Completed,9.99,10.0
ORD_000961,CUST_00126,2026-01-07 19:20:11,UPI,Completed,0.0,0.0
ORD_000962,CUST_00478,2026-02-24 15:37:15,Apple Pay,Completed,0.0,15.0
ORD_000963,CUST_00067,2025-10-21 04:42:06,Credit Card,Completed,9.99,0.0
ORD_000964,CUST_00501,2026-01-09 23:34:51,PayPal,Completed,4.99,0.0
ORD_000965,CUST_00900,2025-12-16 14:06:24,Apple Pay,Refunded,9.99,0.0
ORD_000966,CUST_00202,2026-01-15 08:19:07,PayPal,Refunded,4.99,5.0
ORD_000967,CUST_00433,2025-09-15 08:59:55,Apple Pay,Completed,4.99,10.0
ORD_000968,CUST_00787,2025-06-13 20:15:04,Apple Pay,Completed,4.99,0.0
ORD_000969,CUST_00305,2026-01-25 03:35:57,Buy Now Pay Later,Refunded,0.0,0.0
ORD_000970,CUST_00711,2025-12-05 22:10:12,UPI,Refunded,4.99,5.0
ORD_000971,CUST_00935,2025-10-17 08:15:13,Buy Now Pay Later,Completed,9.99,0.0
ORD_000972,CUST_00922,2026-01-26 08:06:48,Credit Card,Completed,4.99,0.0
ORD_000973,CUST_00827,2025-12-14 13:43:01,Apple Pay,Completed,0.0,15.0
ORD_000974,CUST_00580,2025-12-20 22:04:04,Buy Now Pay Later,Cancelled,9.99,0.0
ORD_000975,CUST_00524,2026-01-20 16:06:17,Buy Now Pay Later,Cancelled,0.0,10.0
ORD_000976,CUST_00991,2025-10-05 07:14:31,Apple Pay,Completed,9.99,0.0
ORD_000977,CUST_00960,2025-06-07 16:40:06,PayPal,Completed,0.0,0.0
ORD_000978,CUST_00533,2026-02-01 14:19:45,UPI,Completed,9.99,0.0
ORD_000979,CUST_00057,2026-02-25 19:29:51,Buy Now Pay Later,Completed,0.0,0.0
ORD_000980,CUST_00842,2026-01-10 00:03:24,PayPal,Cancelled,4.99,0.0
ORD_000981,CUST_00023,2026-01-06 02:48:50,Buy Now Pay Later,Completed,9.99,15.0
ORD_000982,CUST_00297,2025-10-15 00:36:43,Apple Pay,Cancelled,4.99,5.0
ORD_000983,CUST_00396,2025-08-30 06:42:43,Apple Pay,Completed,0.0,0.0
ORD_000984,CUST_00124,2026-01-02 03:26:17,PayPal,Completed,4.99,0.0
ORD_000985,CUST_00470,2025-08-24 11:16:19,Buy Now Pay Later,Completed,9.99,0.0
ORD_000986,CUST_00672,2025-06-28 13:33:54,PayPal,Completed,9.99,5.0
ORD_000987,CUST_00311,2026-01-05 00:53:45,PayPal,Completed,9.99,10.0
ORD_000988,CUST_00795,2026-02-23 03:35:31,Apple Pay,Refunded,9.99,10.0
ORD_000989,CUST_00633,2026-01-10 12:25:16,PayPal,Completed,0.0,15.0
ORD_000990,CUST_00682,2025-03-29 18:54:21,Credit Card,Completed,0.0,15.0
ORD_000991,CUST_00774,2026-02-09 07:20:28,Credit Card,Completed,0.0,0.0
ORD_000992,CUST_00782,2025-10-16 21:30:21,UPI,Refunded,0.0,0.0
ORD_000993,CUST_00653,2025-11-27 16:51:59,Apple Pay,Refunded,4.99,5.0
ORD_000994,CUST_00207,2025-05-29 10:37:49,Credit Card,Completed,9.99,15.0
ORD_000995,CUST_00915,2025-02-13 17:46:46,PayPal,Completed,4.99,0.0
ORD_000996,CUST_00981,2026-02-09 11:15:43,Buy Now Pay Later,Completed,4.99,0.0
ORD_000997,CUST_00450,2026-01-11 15:40:16,PayPal,Cancelled,0.0,10.0
ORD_000998,CUST_00306,2025-08-22 15:46:23,Apple Pay,Completed,9.99,10.0
ORD_000999,CUST_00230,2025-12-14 19:14:38,Apple Pay,Completed,0.0,0.0
ORD_001000,CUST_00548,2025-10-24 00:47:41,Credit Card,Completed,9.99,5.0
ORD_001001,CUST_00597,2026-01-17 14:44:17,PayPal,Completed,4.99,5.0
ORD_001002,CUST_00143,2026-01-13 08:34:20,Buy Now Pay Later,Refunded,0.0,5.0
ORD_001003,CUST_00355,2025-03-27 14:27:33,PayPal,Completed,4.99,10.0
ORD_001004,CUST_00043,2025-11-16 01:32:34,UPI,Completed,4.99,15.0
ORD_001005,CUST_00311,2025-11-01 12:02:45,Credit Card,Completed,4.99,10.0
ORD_001006,CUST_00397,2026-01-11 17:51:11,Credit Card,Cancelled,0.0,10.0
ORD_001007,CUST_00121,2026-02-02 05:37:57,PayPal,Completed,0.0,5.0
ORD_001008,CUST_00095,2025-09-30 23:57:01,Credit Card,Completed,0.0,10.0
ORD_001009,CUST_00256,2026-01-23 20:49:30,Apple Pay,Completed,0.0,5.0
ORD_001010,CUST_00322,2026-01-28 18:38:50,UPI,Refunded,9.99,0.0
ORD_001011,CUST_00126,2025-08-22 07:03:49,Apple Pay,Completed,4.99,0.0
ORD_001012,CUST_00455,2026-01-17 05:18:21,Apple Pay,Completed,4.99,10.0
ORD_001013,CUST_00107,2025-12-27 09:06:25,PayPal,Completed,0.0,0.0
ORD_001014,CUST_00760,2025-10-20 20:18:22,UPI,Completed,0.0,0.0
ORD_001015,CUST_00783,2025-12-06 11:03:39,Buy Now Pay Later,Completed,4.99,0.0
ORD_001016,CUST_00308,2025-03-23 17:47:32,Credit Card,Completed,4.99,5.0
ORD_001017,CUST_00394,2026-01-06 09:21:38,UPI,Completed,9.99,0.0
ORD_001018,CUST_00054,2026-02-16 13:41:42,Apple Pay,Completed,9.99,0.0
ORD_001019,CUST_00830,2025-12-11 19:49:45,Buy Now Pay Later,Refunded,9.99,0.0
ORD_001020,CUST_00887,2026-02-21 19:50:23,Apple Pay,Cancelled,9.99,5.0
ORD_001021,CUST_00587,2026-02-10 06:54:11,PayPal,Refunded,9.99,5.0
ORD_001022,CUST_00930,2025-08-04 10:19:49,Apple Pay,Completed,9.99,0.0
ORD_001023,CUST_00405,2025-10-24 00:41:18,Buy Now Pay Later,Refunded,4.99,15.0
ORD_001024,CUST_00128,2025-07-26 01:57:01,Credit Card,Refunded,4.99,5.0
ORD_001025,CUST_00478,2025-10-22 14:44:22,Credit Card,Completed,4.99,0.0
ORD_001026,CUST_00962,2025-03-24 16:36:50,Apple Pay,Completed,0.0,5.0
ORD_001027,CUST_00131,2025-07-29 03:08:32,PayPal,Cancelled,0.0,15.0
ORD_001028,CUST_00671,2025-03-29 12:29:39,Buy Now Pay Later,Completed,0.0,0.0
ORD_001029,CUST_00063,2025-12-27 05:02:16,Credit Card,Completed,9.99,10.0
ORD_001030,CUST_00241,2025-12-12 14:25:01,Credit Card,Completed,9.99,0.0
ORD_001031,CUST_00209,2026-01-30 15:55:37,UPI,Refunded,9.99,0.0
ORD_001032,CUST_00147,2025-08-15 09:26:14,Apple Pay,Completed,9.99,5.0
ORD_001033,CUST_00637,2025-12-14 20:13:48,Credit Card,Completed,9.99,0.0
ORD_001034,CUST_00624,2025-10-07 03:03:47,PayPal,Completed,4.99,15.0
ORD_001035,CUST_00034,2025-12-03 10:30:42,Buy Now Pay Later,Completed,9.99,0.0
ORD_001036,CUST_00562,2025-12-11 02:55:11,Buy Now Pay Later,Refunded,4.99,10.0
ORD_001037,CUST_00325,2025-05-25 15:04:40,PayPal,Completed,4.99,0.0
ORD_001038,CUST_00996,2025-07-09 14:16:03,Apple Pay,Cancelled,0.0,0.0
ORD_001039,CUST_00518,2025-12-23 02:19:37,PayPal,Completed,4.99,5.0
ORD_001040,CUST_00948,2025-12-27 16:13:35,Buy Now Pay Later,Completed,0.0,15.0
ORD_001041,CUST_00350,2026-02-10 09:02:26,Buy Now Pay Later,Completed,0.0,10.0
ORD_001042,CUST_00648,2026-02-25 17:52:01,Apple Pay,Completed,4.99,0.0
ORD_001043,CUST_00761,2025-03-24 11:16:44,Buy Now Pay Later,Completed,0.0,0.0
ORD_001044,CUST_00363,2025-12-23 23:45:16,Apple Pay,Completed,4.99,0.0
ORD_001045,CUST_00632,2025-12-17 19:15:35,UPI,Cancelled,4.99,5.0
ORD_001046,CUST_00855,2025-08-30 00:34:48,Buy Now Pay Later,Completed,9.99,15.0
ORD_001047,CUST_00918,2025-11-06 15:21:19,PayPal,Refunded,4.99,0.0
ORD_001048,CUST_00603,2025-11-24 20:57:37,Buy Now Pay Later,Completed,0.0,0.0
ORD_001049,CUST_00919,2026-02-22 18:19:00,PayPal,Completed,0.0,0.0
ORD_001050,CUST_00834,2025-09-08 13:52:39,Apple Pay,Completed,4.99,0.0
ORD_001051,CUST_00295,2025-11-08 20:06:30,Buy Now Pay Later,Completed,4.99,0.0
ORD_001052,CUST_00947,2026-02-01 08:20:51,Buy Now Pay Later,Cancelled,9.99,0.0
ORD_001053,CUST_00029,2026-02-07 23:20:12,Apple Pay,Completed,0.0,5.0
ORD_001054,CUST_00750,2025-10-14 12:34:45,Credit Card,Refunded,0.0,0.0
ORD_001055,CUST_00911,2025-08-16 15:13:45,Credit Card,Completed,9.99,0.0
ORD_001056,CUST_00823,2025-03-21 01:44:02,Apple Pay,Cancelled,9.99,0.0
ORD_001057,CUST_00646,2025-12-21 15:38:53,Buy Now Pay Later,Cancelled,0.0,5.0
ORD_001058,CUST_00862,2026-01-11 10:46:12,PayPal,Cancelled,4.99,10.0
ORD_001059,CUST_00272,2025-10-08 15:48:48,Apple Pay,Completed,4.99,15.0
ORD_001060,CUST_00204,2025-12-09 16:32:57,Buy Now Pay Later,Refunded,4.99,0.0
ORD_001061,CUST_00183,2025-07-28 15:09:12,PayPal,Completed,9.99,15.0
ORD_001062,CUST_00496,2025-09-19 23:50:26,UPI,Cancelled,9.99,5.0
ORD_001063,CUST_00303,2025-11-28 09:10:47,Apple Pay,Completed,4.99,5.0
ORD_001064,CUST_00679,2026-01-25 23:54:08,Apple Pay,Completed,0.0,15.0
ORD_001065,CUST_00408,2025-11-19 19:50:17,PayPal,Completed,4.99,10.0
ORD_001066,CUST_00275,2026-01-27 09:27:52,Apple Pay,Completed,4.99,0.0
ORD_001067,CUST_00436,2025-07-15 12:45:02,Credit Card,Completed,9.99,0.0
ORD_001068,CUST_00227,2025-11-08 07:11:13,Buy Now Pay Later,Completed,9.99,0.0
ORD_001069,CUST_00022,2026-01-26 01:49:59,Credit Card,Completed,9.99,0.0
ORD_001070,CUST_00051,2025-12-22 22:07:50,UPI,Completed,9.99,0.0
ORD_001071,CUST_00235,2025-12-27 21:43:50,PayPal,Completed,9.99,10.0
ORD_001072,CUST_00774,2026-02-19 15:30:08,Apple Pay,Completed,4.99,0.0
ORD_001073,CUST_00647,2025-12-24 11:49:41,UPI,Cancelled,0.0,15.0
ORD_001074,CUST_00411,2025-05-11 19:18:08,UPI,Cancelled,9.99,10.0
ORD_001075,CUST_00851,2025-12-17 00:31:36,Apple Pay,Completed,4.99,10.0
ORD_001076,CUST_00762,2025-11-17 14:30:18,Buy Now Pay Later,Completed,4.99,0.0
ORD_001077,CUST_00386,2025-11-27 05:00:32,UPI,Completed,4.99,10.0
ORD_001078,CUST_00930,2026-02-21 14:37:53,UPI,Refunded,9.99,5.0
ORD_001079,CUST_00782,2025-12-22 19:04:44,UPI,Cancelled,0.0,10.0
ORD_001080,CUST_00458,2025-08-05 00:55:20,Credit Card,Completed,9.99,0.0
ORD_001081,CUST_00174,2025-07-15 02:36:42,UPI,Completed,9.99,5.0
ORD_001082,CUST_00860,2026-01-04 15:38:04,Apple Pay,Completed,4.99,0.0
ORD_001083,CUST_00346,2025-11-23 16:59:47,Credit Card,Completed,4.99,10.0
ORD_001084,CUST_00707,2025-12-18 18:26:16,PayPal,Refunded,9.99,0.0
ORD_001085,CUST_00726,2026-02-22 07:47:57,Credit Card,Refunded,9.99,5.0
ORD_001086,CUST_00776,2025-12-24 18:31:58,Credit Card,Completed,4.99,0.0
ORD_001087,CUST_00508,2025-10-24 20:36:31,Credit Card,Cancelled,4.99,5.0
ORD_001088,CUST_00302,2026-01-26 08:53:23,PayPal,Refunded,9.99,10.0
ORD_001089,CUST_00298,2026-02-14 12:48:11,Buy Now Pay Later,Cancelled,4.99,15.0
ORD_001090,CUST_00258,2025-11-26 12:17:10,PayPal,Completed,9.99,15.0
ORD_001091,CUST_00537,2026-02-08 18:18:38,Credit Card,Completed,4.99,0.0
ORD_001092,CUST_00320,2025-12-29 11:03:33,Apple Pay,Completed,4.99,10.0
ORD_001093,CUST_00063,2026-02-05 22:01:41,PayPal,Refunded,9.99,15.0
ORD_001094,CUST_00644,2025-12-15 00:03:27,Apple Pay,Completed,9.99,10.0
ORD_001095,CUST_00640,2025-12-17 11:49:54,Credit Card,Completed,0.0,10.0
ORD_001096,CUST_00287,2025-08-19 15:33:32,UPI,Completed,9.99,10.0
ORD_001097,CUST_00791,2026-02-12 06:10:55,Credit Card,Refunded,0.0,0.0
ORD_001098,CUST_00094,2026-02-13 08:20:18,Apple Pay,Refunded,0.0,5.0
ORD_001099,CUST_00918,2025-11-15 06:17:59,Apple Pay,Completed,4.99,15.0
ORD_001100,CUST_00779,2025-07-01 20:44:41,Apple Pay,Completed,4.99,15.0
ORD_001101,CUST_00325,2025-09-04 04:27:37,UPI,Completed,0.0,15.0
ORD_001102,CUST_00712,2026-02-03 16:29:06,PayPal,Completed,4.99,15.0
ORD_001103,CUST_00876,2026-02-15 10:40:18,Buy Now Pay Later,Cancelled,9.99,0.0
ORD_001104,CUST_00392,2025-11-23 10:24:41,PayPal,Completed,9.99,0.0
ORD_001105,CUST_00337,2025-09-09 02:46:45,Apple Pay,Completed,9.99,0.0
ORD_001106,CUST_00045,2025-07-25 10:59:27,Buy Now Pay Later,Completed,4.99,15.0
ORD_001107,CUST_00503,2026-01-10 05:44:36,Credit Card,Completed,4.99,0.0
ORD_001108,CUST_00157,2025-08-10 17:53:59,Credit Card,Completed,4.99,0.0
ORD_001109,CUST_00100,2026-01-29 23:44:38,Buy Now Pay Later,Completed,0.0,15.0
ORD_001110,CUST_00964,2025-11-08 18:45:22,Buy Now Pay Later,Completed,0.0,0.0
ORD_001111,CUST_00747,2025-10-26 00:40:52,PayPal,Completed,9.99,0.0
ORD_001112,CUST_00518,2026-01-24 09:49:31,Apple Pay,Completed,9.99,0.0
ORD_001113,CUST_00478,2026-02-02 18:10:07,Credit Card,Cancelled,0.0,0.0
ORD_001114,CUST_00748,2025-09-03 23:05:19,PayPal,Completed,0.0,0.0
ORD_001115,CUST_00384,2025-08-05 21:00:55,PayPal,Completed,9.99,15.0
ORD_001116,CUST_00723,2026-01-30 09:52:18,PayPal,Completed,4.99,0.0
ORD_001117,CUST_00280,2026-02-12 13:37:56,UPI,Completed,9.99,0.0
ORD_001118,CUST_00095,2025-08-23 15:42:11,PayPal,Completed,9.99,5.0
ORD_001119,CUST_00395,2025-09-30 03:32:46,Apple Pay,Refunded,9.99,15.0
ORD_001120,CUST_00717,2025-09-02 02:06:32,Apple Pay,Completed,4.99,0.0
ORD_001121,CUST_00530,2026-01-23 12:46:13,Buy Now Pay Later,Completed,4.99,0.0
ORD_001122,CUST_00675,2025-10-19 14:18:11,Credit Card,Completed,4.99,15.0
ORD_001123,CUST_00432,2025-11-17 04:48:18,Apple Pay,Completed,4.99,0.0
ORD_001124,CUST_00479,2025-10-06 08:03:18,UPI,Completed,9.99,10.0
ORD_001125,CUST_00485,2026-02-17 08:03:14,UPI,Completed,4.99,10.0
ORD_001126,CUST_00411,2025-09-20 01:19:12,Buy Now Pay Later,Completed,4.99,5.0
ORD_001127,CUST_00525,2025-06-08 10:41:09,Apple Pay,Completed,9.99,0.0
ORD_001128,CUST_00812,2025-05-26 01:17:10,PayPal,Completed,0.0,5.0
ORD_001129,CUST_00905,2025-09-03 06:57:06,UPI,Completed,0.0,0.0
ORD_001130,CUST_00742,2025-11-19 16:55:27,Apple Pay,Completed,0.0,5.0
ORD_001131,CUST_00564,2026-02-22 10:02:13,PayPal,Completed,9.99,5.0
ORD_001132,CUST_00132,2025-10-06 06:17:35,UPI,Completed,9.99,0.0
ORD_001133,CUST_00404,2026-02-16 01:21:25,Buy Now Pay Later,Completed,0.0,0.0
ORD_001134,CUST_00787,2025-07-11 12:49:57,Buy Now Pay Later,Completed,9.99,0.0
ORD_001135,CUST_00937,2025-03-11 14:27:21,PayPal,Cancelled,0.0,0.0
ORD_001136,CUST_00446,2025-06-01 06:34:14,Apple Pay,Completed,0.0,5.0
ORD_001137,CUST_00397,2026-02-20 21:50:13,UPI,Completed,0.0,0.0
ORD_001138,CUST_00530,2026-01-15 18:22:07,Apple Pay,Completed,0.0,0.0
ORD_001139,CUST_00394,2026-02-22 10:27:43,Apple Pay,Completed,0.0,5.0
ORD_001140,CUST_00265,2026-01-26 01:50:36,Apple Pay,Completed,4.99,0.0
ORD_001141,CUST_00115,2025-05-25 23:38:38,Apple Pay,Completed,0.0,0.0
ORD_001142,CUST_00265,2025-08-09 13:19:48,Credit Card,Refunded,4.99,5.0
ORD_001143,CUST_00376,2025-10-06 03:10:10,Apple Pay,Refunded,9.99,0.0
